     LONGITUDE     ,      LATITUDE      ,      THROUGHPUT       
 78.47440338134766 ,  17.37529945373535 ,     8.853259130661819 
 78.47440338134766 ,  17.37529945373535 ,      8.41652133377734 
 72.82579803466797 , 18.975000381469727 ,     8.318576873297053 
 72.68329620361328 , 23.216699600219727 ,      7.64452859130219 
 78.47440338134766 ,  17.37529945373535 ,     7.472133924742148 
 72.82579803466797 , 18.975000381469727 ,     7.229866164224254 
 78.47440338134766 ,  17.37529945373535 ,     7.073726013564355 
 72.82579803466797 , 18.975000381469727 ,                   6.5 
 72.93329620361328 , 19.149999618530273 ,                   6.5 
    78.61669921875 , 11.600000381469727 ,                   6.5 
 72.82579803466797 , 18.975000381469727 ,                   6.5 
  80.2833023071289 ,  13.08329963684082 ,                   6.5 
 88.58329772949219 , 23.183300018310547 ,                   6.5 
 78.47440338134766 ,  17.37529945373535 ,      6.20397523941222 
 78.47440338134766 ,  17.37529945373535 ,     6.111356766982751 
 78.47440338134766 ,  17.37529945373535 ,     6.022285610800973 
 77.58329772949219 ,  12.98330020904541 ,     5.960827510839323 
 78.47440338134766 ,  17.37529945373535 ,     5.937686352945569 
 78.47440338134766 ,  17.37529945373535 ,     5.934501261910731 
 72.82579803466797 , 18.975000381469727 ,     5.930045325171723 
 78.47440338134766 ,  17.37529945373535 ,     5.873706541535645 
 78.47440338134766 ,  17.37529945373535 ,     5.851281615474534 
 78.47440338134766 ,  17.37529945373535 ,    5.8494509649238635 
 78.47440338134766 ,  17.37529945373535 ,      5.77462489366268 
 78.47440338134766 ,  17.37529945373535 ,     5.734858432758954 
 78.47440338134766 ,  17.37529945373535 ,     5.711440180365081 
 78.47440338134766 ,  17.37529945373535 ,     5.658797006224951 
 72.68329620361328 , 23.216699600219727 ,     5.559489838663096 
 78.47440338134766 ,  17.37529945373535 ,     5.551022921702299 
              78.5 , 17.450000762939453 ,     5.502802133177292 
 74.80220031738281 , 34.092201232910156 ,    5.4607298394581285 
 83.30000305175781 , 17.700000762939453 ,     5.439606500521094 
 78.47440338134766 ,  17.37529945373535 ,     5.421091976465662 
 72.68329620361328 , 23.216699600219727 ,     5.359453784058198 
 72.68329620361328 , 23.216699600219727 ,     5.354302846096113 
 78.47440338134766 ,  17.37529945373535 ,     5.346344411979804 
 72.68329620361328 , 23.216699600219727 ,     5.342649074036612 
 78.54060363769531 , 17.438100814819336 ,     5.274682253702532 
 72.82579803466797 , 18.975000381469727 ,     5.228572791359001 
  83.6530990600586 , 18.102100372314453 ,     5.203557461599195 
 78.47440338134766 ,  17.37529945373535 ,    5.2016010709347436 
              78.5 , 17.450000762939453 ,    5.1642912625834585 
 78.47440338134766 ,  17.37529945373535 ,      5.12132761438849 
