     LONGITUDE     ,      LATITUDE      ,      THROUGHPUT       
 72.82579803466797 , 18.975000381469727 ,     8.238136074331067 
 77.58329772949219 ,  12.98330020904541 ,     7.089937747442325 
 73.19999694824219 , 22.299999237060547 ,                   6.5 
  77.4000015258789 , 23.266700744628906 ,                   6.5 
  76.1500015258789 , 24.600000381469727 ,     4.171293675610138 
 77.31999969482422 ,  28.56999969482422 ,                   4.0 
    73.86669921875 , 18.533300399780273 ,                   4.0 
 72.82579803466797 , 18.975000381469727 ,     3.978396445897046 
  77.2166976928711 ,  28.66670036315918 ,    3.9436807513901018 
 77.19999694824219 , 28.600000381469727 ,    3.9060581977489113 
  77.2166976928711 ,  28.66670036315918 ,     3.840325694474226 
 77.58329772949219 ,  12.98330020904541 ,    3.6471494956881467 
 78.68560028076172 , 10.805000305175781 ,    3.5844280528117576 
 75.81670379638672 ,  26.91670036315918 ,    3.5157970735362163 
 77.19999694824219 , 28.600000381469727 ,     3.348080756534811 
 75.81670379638672 ,  26.91670036315918 ,    3.2931238369441873 
 76.95690155029297 ,    8.5068998336792 ,    3.2825636649378778 
 72.82579803466797 , 18.975000381469727 ,    3.2438994471227183 
  74.7332992553711 ,  19.08329963684082 ,    3.2197001256388447 
 76.95690155029297 ,    8.5068998336792 ,    3.1906833338958815 
 77.58329772949219 ,  12.98330020904541 ,    3.1561998094781836 
    72.61669921875 , 23.033300399780273 ,    3.1431393040288205 
    72.61669921875 , 23.033300399780273 ,    3.0919378722999853 
 76.95690155029297 ,    8.5068998336792 ,     3.083566365742531 
 78.47440338134766 ,  17.37529945373535 ,     3.035068835419677 
 73.19999694824219 , 22.299999237060547 ,     3.025256351589418 
 77.19999694824219 , 28.600000381469727 ,    3.0099426786147334 
 77.58329772949219 ,  12.98330020904541 ,    3.0085006317724194 
 77.58329772949219 ,  12.98330020904541 ,     3.005475514628702 
 72.82579803466797 , 18.975000381469727 ,     2.998663247931557 
 77.58329772949219 ,  12.98330020904541 ,    2.8718903909704627 
  76.5999984741211 , 27.566699981689453 ,     2.865273622291373 
    72.61669921875 , 23.033300399780273 ,     2.842877374521623 
  84.0333023071289 , 21.850000381469727 ,     2.781856437611995 
  72.9000015258789 , 20.966699600219727 ,     2.777241348342877 
 72.82579803466797 , 18.975000381469727 ,     2.739652309249008 
 80.91670227050781 , 26.850000381469727 ,    2.7249831247183836 
 78.47440338134766 ,  17.37529945373535 ,     2.709580751095657 
    73.86669921875 , 18.533300399780273 ,    2.7091111243246253 
  76.9614028930664 , 10.992500305175781 ,    2.6940354267099362 
 77.31670379638672 , 28.433300018310547 ,     2.683661035607688 
  80.2833023071289 ,  13.08329963684082 ,    2.6598203675140106 
 75.83329772949219 , 22.716699600219727 ,    2.6338685651805824 
 88.36969757080078 , 22.569700241088867 ,    2.6252876254151674 
 75.83329772949219 , 22.716699600219727 ,    2.6132112781093357 
  77.2166976928711 ,  28.66670036315918 ,     2.606465298012706 
 77.58329772949219 ,  12.98330020904541 ,     2.604231081318752 
 72.82579803466797 , 18.975000381469727 ,     2.572289800800916 
 72.82579803466797 , 18.975000381469727 ,     2.557517450333678 
 76.79329681396484 ,  30.73430061340332 ,    2.5406446130765232 
  75.5792007446289 , 31.325599670410156 ,     2.527304293582116 
 78.47440338134766 ,  17.37529945373535 ,      2.52073562639298 
  77.0333023071289 , 28.466699600219727 ,     2.516710931640907 
 73.19999694824219 , 22.299999237060547 ,    2.5105696083178217 
 72.82579803466797 , 18.975000381469727 ,    2.5086940768490336 
  77.2166976928711 ,  28.66670036315918 ,                   2.5 
  77.4000015258789 , 23.266700744628906 ,                   2.5 
    78.61669921875 , 11.600000381469727 ,                   2.5 
  80.2833023071289 ,  13.08329963684082 ,                   2.5 
  77.0999984741211 , 27.433300018310547 ,                   2.5 
 75.33329772949219 ,     19.88330078125 ,                   2.5 
 76.14859771728516 ,  30.37470054626465 ,                   2.5 
  77.4000015258789 , 23.266700744628906 ,                   2.5 
  80.2833023071289 ,  13.08329963684082 ,                   2.5 
 80.91670227050781 , 26.850000381469727 ,                   2.5 
    73.86669921875 , 18.533300399780273 ,                   2.5 
    72.61669921875 , 23.033300399780273 ,                   2.5 
 78.47440338134766 ,  17.37529945373535 ,                   2.5 
 80.91670227050781 , 26.850000381469727 ,                   2.5 
  77.2166976928711 ,  28.66670036315918 ,                   2.5 
  77.0333023071289 , 28.466699600219727 ,                   2.5 
  77.2166976928711 ,  28.66670036315918 ,                   2.5 
 88.58329772949219 , 23.183300018310547 ,                   2.5 
  77.4000015258789 , 23.266700744628906 ,                   2.5 
 77.58329772949219 ,  12.98330020904541 ,                   2.5 
  76.1321029663086 ,  31.15880012512207 ,                   2.5 
 72.82579803466797 , 18.975000381469727 ,                   2.5 
 77.18329620361328 , 28.516700744628906 ,                   2.5 
 78.68560028076172 , 10.805000305175781 ,                   2.5 
 72.82579803466797 , 18.975000381469727 ,                   2.5 
  80.2833023071289 ,  13.08329963684082 ,                   2.5 
  76.0167007446289 , 30.816699981689453 ,                   2.5 
    73.86669921875 , 18.533300399780273 ,                   2.5 
  77.0333023071289 , 28.466699600219727 ,                   2.5 
 72.97640228271484 , 18.884700775146484 ,                   2.5 
  80.2833023071289 ,  13.08329963684082 ,                   2.5 
 72.93329620361328 , 22.566699981689453 ,                   2.5 
 77.19999694824219 , 28.600000381469727 ,                   2.5 
 79.83000183105469 , 11.930000305175781 ,                   2.5 
 72.82579803466797 , 18.975000381469727 ,                   2.5 
 73.02999877929688 , 26.286699295043945 ,                   2.5 
  75.8499984741211 , 30.899999618530273 ,                   2.5 
  77.0999984741211 , 27.433300018310547 ,                   2.5 
  77.0333023071289 , 28.466699600219727 ,                   2.5 
  72.9666976928711 , 19.200000762939453 ,                   2.5 
 80.21330261230469 , 13.116700172424316 ,                   2.5 
    78.11669921875 ,  9.933300018310547 ,                   2.5 
  76.2332992553711 ,  9.966699600219727 ,                   2.5 
 75.81670379638672 ,  26.91670036315918 ,                   2.5 
 77.58329772949219 ,  12.98330020904541 ,                   2.5 
 72.82579803466797 , 18.975000381469727 ,                   2.5 
  77.2166976928711 ,  28.66670036315918 ,                   2.5 
 77.58329772949219 ,  12.98330020904541 ,                   2.5 
  77.0999984741211 , 27.433300018310547 ,                   2.5 
  75.5792007446289 , 31.325599670410156 ,                   2.5 
 83.30000305175781 , 17.700000762939453 ,                   2.5 
  75.7667007446289 , 21.049999237060547 ,                   2.5 
  77.0999984741211 , 27.433300018310547 ,                   2.5 
 80.91670227050781 , 26.850000381469727 ,                   2.5 
 88.36969757080078 , 22.569700241088867 ,                   2.5 
 75.81670379638672 ,  26.91670036315918 ,                   2.5 
 77.58329772949219 ,  12.98330020904541 ,                   2.5 
  72.1500015258789 , 21.766700744628906 ,                   2.5 
 87.33329772949219 , 22.433300018310547 ,                   2.5 
 77.19999694824219 , 28.600000381469727 ,                   2.5 
  77.2166976928711 ,  28.66670036315918 ,                   2.5 
  77.4000015258789 , 23.266700744628906 ,                   2.5 
  80.3499984741211 , 26.466699600219727 ,                   2.5 
 72.82579803466797 , 18.975000381469727 ,                   2.5 
 76.95690155029297 ,    8.5068998336792 ,                   2.5 
 88.36969757080078 , 22.569700241088867 ,                   2.5 
 72.82579803466797 , 18.975000381469727 ,                   2.5 
 77.19999694824219 , 28.649999618530273 ,                   2.5 
  75.5792007446289 , 31.325599670410156 ,                   2.5 
  76.9614028930664 , 10.992500305175781 ,                   2.5 
  75.8499984741211 , 30.899999618530273 ,                   2.5 
  77.2166976928711 ,  28.66670036315918 ,                   2.5 
 76.79329681396484 ,  30.73430061340332 ,                   2.5 
    76.38330078125 ,  10.76669979095459 ,                   2.5 
              74.5 , 15.866700172424316 ,                   2.5 
    75.86669921875 , 26.983299255371094 ,                   2.5 
 78.47440338134766 ,  17.37529945373535 ,                   2.5 
 79.19999694824219 , 21.233299255371094 ,                   2.5 
 77.58329772949219 ,  12.98330020904541 ,                   2.5 
 77.31670379638672 , 28.433300018310547 ,                   2.5 
