
+-------------------+--------------------+-----------------------+-----------------+-----------------------------------------------------------------------------------+
|     LONGITUDE     |      LATITUDE      |      THROUGHPUT       |       IP        |                                       NAME                                        |
| 72.82579803466797 | 18.975000381469727 |    1.6844876055221558 | 59.182.183.79   |                                                                                   |
| 72.83329772949219 |     19.11669921875 |    1.6826423239244157 | 59.182.129.75   | triband-mum-59.182.129.75.mtnl.net.in                                             |
| 72.82579803466797 | 18.975000381469727 |    1.6812997754005585 | 120.62.5.111    | triband-mum-120.62.5.111.mtnl.net.in                                              |
|  79.0022964477539 | 24.202499389648438 |     1.679500990973684 | 59.180.169.143  | triband-del-59.180.169.143.bol.net.in                                             |
| 79.44239807128906 |  21.32349967956543 |    1.6780518458356772 | 59.95.179.59    |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |    1.6675706746622874 | 122.174.66.2    | ABTS-TN-dynamic-002.66.174.122.airtelbroadband.in                                 |
| 77.19999694824219 | 28.600000381469727 |    1.6618348952194795 | 59.177.8.175    | triband-del-59.177.8.175.bol.net.in                                               |
| 77.19999694824219 | 28.600000381469727 |    1.6552578280957297 | 59.177.97.159   | triband-del-59.177.97.159.bol.net.in                                              |
| 77.19999694824219 | 28.600000381469727 |     1.651258141491907 | 210.212.246.20  |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |    1.6458213503081127 | 121.246.25.127  | 121.246.25.127.dynamic.chennai.vsnl.net.in                                        |
| 76.95690155029297 |    8.5068998336792 |    1.6441957415418722 | 202.88.233.197  | 197.233.88.202.asianet.co.in                                                      |
|  77.2166976928711 |  28.66670036315918 |     1.636972064274851 | 59.178.217.6    | triband-del-59.178.217.6.bol.net.in                                               |
|  77.2166976928711 |  28.66670036315918 |    1.6285019960694553 | 122.176.32.115  | ABTS-North-Static-115.32.176.122.airtelbroadband.in                               |
| 77.58329772949219 |  12.98330020904541 |    1.6279897146942184 | 122.167.239.192 | ABTS-KK-Dynamic-192.239.167.122.airtelbroadband.in                                |
|  77.2166976928711 |  28.66670036315918 |    1.6274646659719954 | 59.177.3.211    | triband-del-59.177.3.211.bol.net.in                                               |
|  80.2833023071289 |  13.08329963684082 |    1.6274507732557482 | 122.164.56.249  | ABTS-TN-dynamic-249.56.164.122.airtelbroadband.in                                 |
| 77.64869689941406 | 13.015800476074219 |     1.626463290803421 | 122.167.244.141 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.6214785105338358 | 122.172.125.207 | ABTS-KK-dynamic-207.125.172.122.airtelbroadband.in                                |
|  77.3499984741211 | 11.100000381469727 |    1.6184427577478124 | 59.92.169.168   |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |      1.61823251025193 | 115.118.253.44  | 115.118.253.44.static-mumbai.vsnl.net.in                                          |
|    79.13330078125 | 12.933300018310547 |     1.609178827757833 | 117.242.195.5   |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.6060579401629538 | 122.172.39.53   | ABTS-KK-dynamic-053.39.172.122.airtelbroadband.in                                 |
| 76.33329772949219 |  21.83329963684082 |    1.6023845114779967 | 59.95.105.165   |                                                                                   |
| 72.93329620361328 | 19.149999618530273 |    1.5998315253229671 | 124.153.81.130  |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |     1.599392648414057 | 122.167.43.25   | ABTS-KK-Dynamic-025.43.167.122.airtelbroadband.in                                 |
| 77.19999694824219 | 28.600000381469727 |    1.5983091139340353 | 59.178.63.199   | triband-del-59.178.63.199.bol.net.in                                              |
| 72.82579803466797 | 18.975000381469727 |    1.5970752422045182 | 59.182.254.25   | triband-mum-59.182.254.25.mtnl.net.in                                             |
|  80.2833023071289 |  13.08329963684082 |    1.5937523802248073 | 59.92.97.90     |                                                                                   |
|  76.2332992553711 |  9.966699600219727 |    1.5929833678823693 | 117.242.16.44   |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |    1.5923379666567568 | 123.108.227.230 | 123-108-227-230.snat02.hns.net.in                                                 |
| 77.58329772949219 |  12.98330020904541 |    1.5902746311106302 | 122.167.237.244 | ABTS-KK-Dynamic-244.237.167.122.airtelbroadband.in                                |
|  76.2166976928711 |  10.51669979095459 |    1.5862611285695312 | 117.206.18.94   |                                                                                   |
| 80.20140075683594 | 13.072199821472168 |     1.584907468478454 | 117.193.138.214 |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |    1.5765538163267738 | 120.60.5.196    | triband-mum-120.60.5.196.mtnl.net.in                                              |
| 77.58329772949219 |  12.98330020904541 |    1.5761395054489171 | 117.192.27.70   |                                                                                   |
| 75.81670379638672 |  26.91670036315918 |    1.5623542696580373 | 117.197.1.136   |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.5573465551664472 | 117.192.197.225 |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |    1.5548442801547684 | 120.60.134.95   | triband-mum-120.60.134.95.mtnl.net.in                                             |
| 77.81670379638672 | 12.716699600219727 |    1.5534652227965233 | 59.92.114.92    |                                                                                   |
| 88.04830169677734 | 22.130300521850586 |    1.5460718911509113 | 59.92.147.77    |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |     1.543485674147312 | 122.167.54.68   | ABTS-KK-Dynamic-068.54.167.122.airtelbroadband.in                                 |
| 72.82579803466797 | 18.975000381469727 |     1.530412105390535 | 111.125.246.153 | 153.246.125.111-dynamic.nivyah.com                                                |
|    73.86669921875 | 18.533300399780273 |    1.5258993022967688 | 121.241.66.209  | 121.241.66.209.static-pune.vsnl.net.in                                            |
|    79.13330078125 | 12.933300018310547 |    1.5254890843598992 | 117.204.22.182  |                                                                                   |
|    73.86669921875 | 18.533300399780273 |    1.5212573821987807 | 59.94.119.231   |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.5173020609281678 | 122.167.69.230  | ABTS-KK-Dynamic-230.69.167.122.airtelbroadband.in                                 |
|    73.86669921875 | 18.533300399780273 |    1.5160889295226645 | 111.125.252.104 |                                                                                   |
| 88.29499816894531 | 22.068300247192383 |    1.5124293821831305 | 117.194.97.219  |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |     1.511826743590658 | 59.177.226.149  | triband-del-59.177.226.149.bol.net.in                                             |
|  77.2166976928711 |  28.66670036315918 |    1.5061912550925443 | 59.178.128.133  | triband-del-59.178.128.133.bol.net.in                                             |
| 76.95690155029297 |    8.5068998336792 |    1.5016495329331856 | 59.92.16.2      |                                                                                   |
| 81.58000183105469 | 20.671899795532227 |    1.5007326504654523 | 117.198.0.246   |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.4998871047453937 | 122.172.23.235  | ABTS-KK-dynamic-235.23.172.122.airtelbroadband.in                                 |
| 77.58329772949219 |  12.98330020904541 |      1.49947737140758 | 117.192.102.6   |                                                                                   |
|  76.2332992553711 |  9.966699600219727 |    1.4932430182247147 | 116.68.99.205   |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |    1.4926394266037446 | 122.174.121.140 |                                                                                   |
|  77.0999984741211 | 27.433300018310547 |    1.4847585433523525 | 122.167.3.219   | ABTS-KK-Dynamic-219.3.167.122.airtelbroadband.in                                  |
|  75.9614028930664 | 11.446900367736816 |    1.4815250348451094 | 59.93.33.243    |                                                                                   |
|              83.0 |  25.33329963684082 |     1.479664028697615 | 117.199.181.114 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |     1.478276922098569 | 122.167.78.0    |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |    1.4774571487488575 | 120.60.132.208  | triband-mum-120.60.132.208.mtnl.net.in                                            |
|    75.61669921875 |  15.41670036315918 |    1.4742286208878197 | 59.93.84.237    |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |    1.4731500991520527 | 122.174.70.92   | ABTS-TN-dynamic-092.70.174.122.airtelbroadband.in                                 |
| 72.82579803466797 | 18.975000381469727 |    1.4701806563215403 | 111.125.246.153 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.4677385833984955 | 122.167.55.103  | ABTS-KK-Dynamic-103.55.167.122.airtelbroadband.in                                 |
|    73.86669921875 | 18.533300399780273 |    1.4642805899134168 | 121.247.66.245  | 121.247.66.245.pune-dynamic.vsnl.net.in                                           |
|    73.86669921875 | 18.533300399780273 |    1.4602630974035404 | 117.195.5.218   |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.4591861061217557 | 117.192.102.158 |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |    1.4537310505438144 | 121.246.28.188  | 121.246.28.188.dynamic.chennai.vsnl.net.in                                        |
| 78.47440338134766 |  17.37529945373535 |    1.4499636336003823 | 124.123.142.161 |                                                                                   |
| 76.95690155029297 |    8.5068998336792 |    1.4473295890364937 | 202.83.37.51    | 51.37.83.202.asianet.co.in                                                        |
|    73.86669921875 | 18.533300399780273 |    1.4443529282556071 | 121.247.87.191  | 121.247.87.191.chennai-dynamic-bb.vsnl.net.in                                     |
|    78.11669921875 |  9.933300018310547 |    1.4378944174076673 | 117.199.132.80  |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |    1.4319518354591207 | 122.182.3.2     | DSL-mum-Static-ILP-002.3.182.122.airtelbroadband.in                               |
|    77.11669921875 |  30.91670036315918 |    1.4252042472809616 | 117.200.65.234  |                                                                                   |
| 76.06670379638672 | 22.966699600219727 |      1.42330176282282 | 122.168.218.75  | ABTS-mp-dynamic-075.218.168.122.airtelbroadband.in                                |
|              75.0 |               12.5 |    1.4230240343148461 | 117.206.8.13    |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |    1.4220324630606391 | 123.108.227.116 | 123-108-227-116.snat02.hns.net.in                                                 |
|  72.9666976928711 | 19.200000762939453 |    1.4212125004424998 | 59.184.41.54    | triband-mum-59.184.41.54.mtnl.net.in                                              |
| 72.81670379638672 | 19.100000381469727 |    1.4198291826721183 | 59.182.146.56   | triband-mum-59.182.146.56.mtnl.net.in                                             |
| 77.58329772949219 |  12.98330020904541 |     1.416458550235349 | 59.95.66.255    |                                                                                   |
| 78.47440338134766 |  17.37529945373535 |     1.416455708586323 | 59.99.16.133    |                                                                                   |
| 76.95690155029297 |    8.5068998336792 |    1.4163712010885847 | 117.199.12.208  |                                                                                   |
|    78.11669921875 |  9.933300018310547 |     1.413631781167097 | 117.199.135.243 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.4087055628360436 | 122.167.83.21   | ABTS-KK-Dynamic-021.83.167.122.airtelbroadband.in                                 |
|    90.61669921875 |  26.16670036315918 |    1.4077512529336258 | 117.198.53.97   |                                                                                   |
| 88.36969757080078 | 22.569700241088867 |    1.4014083484030786 | 117.194.194.231 |                                                                                   |
| 80.91670227050781 | 26.850000381469727 |    1.3994065325749205 | 117.197.49.22   |                                                                                   |
|  75.8499984741211 | 30.899999618530273 |    1.3992100539831895 | 117.199.97.157  |                                                                                   |
|  72.9666976928711 | 19.200000762939453 |    1.3985380338084694 | 59.181.106.41   | static-mum-59.181.106.41.mtnl.net.in                                              |
|  73.1500015258789 |              19.25 |    1.3978563444201955 | 202.177.239.103 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.3975101033080275 | 117.192.104.207 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.3961541733730527 | 117.192.100.253 |                                                                                   |
| 75.81670379638672 |  26.91670036315918 |    1.3941746722728339 | 117.197.0.88    |                                                                                   |
| 80.91670227050781 | 26.850000381469727 |    1.3918515296430332 | 122.163.160.52  | ABTS-North-Dynamic-052.160.163.122.airtelbroadband.in                             |
| 88.36969757080078 | 22.569700241088867 |    1.3906666342750833 | 59.92.152.114   |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |     1.390262088931569 | 117.192.101.54  |                                                                                   |
| 77.19999694824219 | 28.600000381469727 |    1.3901975524339232 | 210.212.155.194 |                                                                                   |
| 80.91670227050781 | 26.850000381469727 |     1.388992940717024 | 117.197.62.60   |                                                                                   |
| 76.95690155029297 |    8.5068998336792 |     1.385839853653078 | 59.92.11.148    |                                                                                   |
|    73.86669921875 | 18.533300399780273 |    1.3821614488700011 | 111.125.255.254 | 254.255.125.111-dynamic.nivyah.com                                                |
| 72.82579803466797 | 18.975000381469727 |    1.3760676015532938 | 122.169.94.191  | ABTS-mum-dynamic-191.94.169.122.airtelbroadband.in                                |
| 77.58329772949219 |  12.98330020904541 |    1.3750100698969319 | 117.192.102.106 |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |    1.3674531038833357 | 59.184.155.67   | triband-mum-59.184.155.67.mtnl.net.in                                             |
| 72.82579803466797 | 18.975000381469727 |     1.365940363187925 | 59.182.14.224   | triband-mum-59.182.14.224.mtnl.net.in                                             |
|  80.2833023071289 |  13.08329963684082 |    1.3638556569711897 | 59.94.184.213   |                                                                                   |
| 78.47440338134766 |  17.37529945373535 |    1.3601275039614436 | 59.99.16.137    |                                                                                   |
| 80.91670227050781 | 26.850000381469727 |    1.3590622120612905 | 117.197.48.31   |                                                                                   |
| 78.47440338134766 |  17.37529945373535 |    1.3583183879293177 | 117.195.164.200 |                                                                                   |
| 75.36530303955078 | 11.866700172424316 |    1.3557045595771018 | 117.206.6.24    |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.3537416703610348 | 122.167.135.151 | ABTS-KK-Dynamic-151.135.167.122.airtelbroadband.in                                |
|  77.2166976928711 |  28.66670036315918 |    1.3490686080632444 | 59.177.144.34   | triband-del-59.177.144.34.bol.net.in                                              |
| 78.47440338134766 |  17.37529945373535 |     1.345555970126501 | 61.17.45.95     | 61.17.45.95.dynamic-vizag.vsnl.net.in                                             |
| 88.04830169677734 | 22.130300521850586 |    1.3422427822472327 | 59.92.150.171   |                                                                                   |
|              83.0 |  25.33329963684082 |     1.341496220039021 | 117.199.181.162 |                                                                                   |
| 80.06670379638672 | 13.533300399780273 |    1.3394204892992234 | 59.94.178.28    |                                                                                   |
| 77.19999694824219 | 28.600000381469727 |    1.3369718256651644 | 59.177.36.163   | triband-del-59.177.36.163.bol.net.in                                              |
|  77.2166976928711 |  28.66670036315918 |     1.335816077474008 | 59.177.142.7    | triband-del-59.177.142.7.bol.net.in                                               |
|  84.1500015258789 | 22.899999618530273 |    1.3315070464196235 | 117.200.34.26   |                                                                                   |
| 76.79329681396484 |  30.73430061340332 |    1.3311866050451429 | 122.173.66.91   | ABTS-North-Dynamic-091.66.173.122.airtelbroadband.in                              |
| 85.83329772949219 | 20.233299255371094 |    1.3262183451262495 | 202.62.227.38   |                                                                                   |
| 79.05139923095703 |   24.1919002532959 |    1.3226153461313623 | 59.177.41.107   | triband-del-59.177.41.107.bol.net.in                                              |
| 88.36969757080078 | 22.569700241088867 |    1.3213096415832968 | 117.194.96.234  |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.3122044329655547 | 117.192.97.120  |                                                                                   |
| 80.91670227050781 | 26.850000381469727 |    1.3104948284391702 | 117.197.52.157  |                                                                                   |
|  76.4000015258789 |  15.26669979095459 |     1.308313137454766 | 59.92.242.163   |                                                                                   |
| 88.36969757080078 | 22.569700241088867 |    1.3075214773084503 | 117.194.99.17   |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |    1.3049016646138987 | 117.193.174.193 |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |    1.3036394133674376 | 59.177.137.231  | triband-del-59.177.137.231.bol.net.in                                             |
| 77.58329772949219 |  12.98330020904541 |      1.30245903425759 | 122.172.13.39   | ABTS-KK-dynamic-039.13.172.122.airtelbroadband.in                                 |
| 73.30000305175781 | 28.016700744628906 |    1.3003717720597259 | 117.199.113.192 |                                                                                   |
|  80.3499984741211 | 26.466699600219727 |     1.300306844729593 | 117.199.160.115 |                                                                                   |
| 77.43329620361328 |  28.66670036315918 |    1.3001744973723854 | 122.173.80.58   | ABTS-North-Dynamic-058.80.173.122.airtelbroadband.in                              |
| 77.58329772949219 |  12.98330020904541 |    1.2923856992769547 | 117.192.108.4   |                                                                                   |
| 77.22630310058594 | 28.680500030517578 |    1.2896838062711258 | 59.177.167.138  | triband-del-59.177.167.138.bol.net.in                                             |
| 77.58329772949219 |  12.98330020904541 |    1.2894663259802426 | 117.192.96.190  |                                                                                   |
|  77.0333023071289 | 28.466699600219727 |    1.2879102585723916 | 117.241.104.11  |                                                                                   |
|  78.0167007446289 | 27.183300018310547 |    1.2864161833759309 | 117.199.197.107 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |    1.2863095729679794 | 117.192.101.139 |                                                                                   |
|  76.2166976928711 |  10.51669979095459 |    1.2846474073307372 | 59.92.205.111   |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |     1.283538286774405 | 59.95.195.226   |                                                                                   |
|    73.86669921875 | 18.533300399780273 |    1.2824615532519896 | 111.125.255.167 | 167.255.125.111-dynamic.nivyah.com                                                |
| 77.19999694824219 | 28.600000381469727 |    1.2821078212141201 | 125.18.3.66     | mail20.fulcrumlogic.com                                                           |
| 72.82579803466797 | 18.975000381469727 |     1.278308509144746 | 120.60.2.230    | triband-mum-120.60.2.230.mtnl.net.in                                              |
| 77.58329772949219 |  12.98330020904541 |    1.2755909323115695 | 117.192.115.70  |                                                                                   |
|    80.61669921875 | 16.516700744628906 |    1.2712194466273667 | 117.197.223.210 |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |     1.266384355376022 | 122.167.19.252  |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |      1.26627299221791 | 59.177.137.94   | triband-del-59.177.137.94.bol.net.in                                              |
| 77.19999694824219 | 28.600000381469727 |     1.263999413593534 | 59.177.37.199   | triband-del-59.177.37.199.bol.net.in                                              |
| 85.33329772949219 | 23.350000381469727 |     1.263580155828485 | 117.198.32.163  |                                                                                   |
| 85.33329772949219 | 23.350000381469727 |    1.2634395357205326 | 117.198.33.55   |                                                                                   |
| 85.83329772949219 | 20.233299255371094 |    1.2608443006725676 | 59.92.68.228    |                                                                                   |
| 77.19999694824219 | 28.600000381469727 |    1.2602935894024272 | 59.178.194.194  | triband-del-59.178.194.194.bol.net.in                                             |
| 78.47440338134766 |  17.37529945373535 |      1.25738411121853 | 117.195.164.227 |                                                                                   |
|  77.4000015258789 | 23.266700744628906 |                  1.25 | 122.168.249.7   |                                                                                   |
| 76.95690155029297 |    8.5068998336792 |                  1.25 | 117.199.10.4    |                                                                                   |
| 75.81670379638672 |  26.91670036315918 |                  1.25 | 122.161.118.202 |                                                                                   |
|    78.17919921875 | 26.223600387573242 |                  1.25 | 122.168.63.235  |                                                                                   |
| 78.47440338134766 |  17.37529945373535 |                  1.25 | 122.169.168.206 |                                                                                   |
|  77.0333023071289 | 28.466699600219727 |                  1.25 | 119.82.89.1     |                                                                                   |
| 80.91670227050781 | 26.850000381469727 |                  1.25 | 122.163.221.158 |                                                                                   |
| 76.69000244140625 | 30.780000686645508 |                  1.25 | 59.92.132.35    |                                                                                   |
|  77.0333023071289 | 28.466699600219727 |                  1.25 | 122.161.217.68  |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |                  1.25 | 117.254.152.56  |                                                                                   |
| 88.36969757080078 | 22.569700241088867 |                  1.25 | 117.194.64.76   |                                                                                   |
|    73.86669921875 | 18.533300399780273 |                  1.25 | 117.195.68.55   |                                                                                   |
| 77.58329772949219 |  12.98330020904541 |                  1.25 | 122.167.234.217 |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |                  1.25 | 59.177.75.46    |                                                                                   |
| 75.81670379638672 |  26.91670036315918 |                  1.25 | 122.161.114.76  |                                                                                   |
| 77.19999694824219 | 28.600000381469727 |                  1.25 | 117.254.96.121  |                                                                                   |
|  77.4000015258789 | 23.266700744628906 |                  1.25 | 122.168.217.110 |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |                  1.25 | 58.146.103.222  |                                                                                   |
| 85.83329772949219 | 20.233299255371094 |                  1.25 | 117.197.240.66  |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |                  1.25 | 59.182.133.101  |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |                  1.25 | 122.164.243.226 |                                                                                   |
| 72.82579803466797 | 18.975000381469727 |                  1.25 | 115.240.248.196 |                                                                                   |
|    73.86669921875 | 18.533300399780273 |                  1.25 | 117.195.4.88    |                                                                                   |
|  73.1500015258789 |              19.25 |                  1.25 | 110.172.18.176  |                                                                                   |
| 88.36969757080078 | 22.569700241088867 |                  1.25 | 122.163.67.121  |                                                                                   |
|  80.2833023071289 |  13.08329963684082 |                  1.25 | 122.174.106.165 |                                                                                   |
| 77.31999969482422 |  28.56999969482422 |                  1.25 | 116.74.56.212   |                                                                                   |
| 78.68560028076172 | 10.805000305175781 |                  1.25 | 117.201.36.72   |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |                  1.25 | 122.161.46.197  |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |                  1.25 | 122.160.143.184 |                                                                                   |
|  74.8499984741211 | 14.616700172424316 |                  1.25 | 59.98.152.16    |                                                                                   |
|  77.2166976928711 |  28.66670036315918 |                  1.25 | 61.17.254.45    |                                                                                   |
|  76.7833023071289 |   9.26669979095459 |                  1.25 | 117.196.160.244 |                                                                                   |
|  77.0999984741211 | 27.433300018310547 |                  1.25 | 122.163.76.165  |                                                                                   |
| 78.47440338134766 |  17.37529945373535 |                  1.25 | 59.99.16.69     |                                                                                   |
